tempo,velocita
0.0,19.505035664669492
0.05002501250625312,19.88907164517837
0.10005002501250625,20.866366217187583
0.15007503751875936,19.8521883738174
0.2001000500250125,20.691376366983263
0.2501250625312656,19.974009360525084
0.3001500750375187,20.027468827015312
0.35017508754377186,21.21186053051218
0.400200100050025,19.706284066223745
0.4502251125562781,20.426471470339468
0.5002501250625312,18.34699361794213
0.5502751375687843,20.134120724432844
0.6003001500750375,21.502532095082056
0.6503251625812906,22.079223455064938
0.7003501750875437,19.56819252640741
0.7503751875937968,19.854701688931286
0.80040020010005,21.702673978684373
0.8504252126063031,20.985836331843117
0.9004502251125562,20.888908731615523
0.9504752376188094,19.61782486104495
1.0005002501250624,18.769600793016057
1.0505252626313155,20.713677130006598
1.1005502751375686,21.40958383603665
1.1505752876438218,22.159755767291465
1.200600300150075,22.457891186859417
1.250625312656328,22.069288757322155
1.3006503251625812,21.97825365810655
1.3506753376688343,21.70151318395678
1.4007003501750874,21.557910286699233
1.4507253626813406,21.787463800386842
1.5007503751875937,21.383392517805838
1.5507753876938468,22.402229998249126
1.6008004002001,21.459240189507483
1.650825412706353,23.359135974232416
1.7008504252126062,20.750613919341326
1.7508754377188593,21.3340270803402
1.8009004502251125,22.13019723357101
1.8509254627313656,19.925253677968
1.9009504752376187,20.98415907265662
1.9509754877438719,21.7200465892444
2.0010005002501248,22.499450005369905
2.051025512756378,21.790722370902287
2.101050525262631,22.844747216943087
2.151075537768884,21.525615644691445
2.2011005502751373,21.891875909845268
2.2511255627813904,21.391739060075377
2.3011505752876436,22.476691078097595
2.3511755877938967,22.492817617867097
2.40120060030015,23.246037693773953
2.451225612806403,23.680462962562213
2.501250625312656,22.303472153225755
2.551275637818909,22.227150854440826
2.6013006503251623,23.796810454158102
2.6513256628314155,22.61908809995379
2.7013506753376686,21.44759434894243
2.7513756878439217,22.59177771488452
2.801400700350175,22.308613844257877
2.851425712856428,22.4634216222306
2.901450725362681,21.26255359240662
2.9514757378689342,21.27424067551347
3.0015007503751874,23.0165052510733
3.0515257628814405,23.875238744009923
3.1015507753876936,22.210303678417333
3.1515757878939468,23.377690287648903
3.2016008004002,23.85903919991195
3.251625812906453,24.32086863636498
3.301650825412706,22.718095007923854
3.3516758379189593,23.561367966503486
3.4017008504252124,22.90186691886616
3.4517258629314655,21.63703603101399
3.5017508754377187,21.047220012871826
3.551775887943972,21.967893242073
3.601800900450225,21.52960067588729
3.651825912956478,23.9243896989599
3.701850925462731,24.37832322137723
3.7518759379689843,22.816519518041844
3.8019009504752375,24.076251950632603
3.8519259629814906,22.459894163510697
3.9019509754877437,22.752186723086
3.951975987993997,24.972183120428486
4.0020010005002495,23.1243391018664
4.052026013006503,22.551869195073373
4.102051025512756,23.789826856051977
4.152076038019009,23.474300409889185
4.202101050525262,23.153435878774992
4.252126063031516,23.109148463295753
4.302151075537768,22.296829484950667
4.352176088044022,22.912384227575643
4.402201100550275,24.072820681090644
4.452226113056528,23.17751354404568
4.502251125562781,23.68560855095197
4.552276138069034,24.47123559788687
4.602301150575287,22.059657288427115
4.652326163081541,24.25047430800667
4.702351175587793,25.429626947933542
4.752376188094047,23.32897177314683
4.8024012006003,24.90594215905443
4.852426213106553,24.56360544380746
4.902451225612806,23.444164894878533
4.9524762381190595,23.900076835825246
5.002501250625312,24.560964610875956
5.052526263131566,24.54659861561804
5.102551275637818,23.755048239526104
5.152576288144072,23.285191344317404
5.202601300650325,23.661495330001824
5.252626313156578,23.33074935885154
5.302651325662831,25.82560867581126
5.3526763381690845,25.209594210107852
5.402701350675337,23.391169621334022
5.452726363181591,23.413579026260674
5.5027513756878434,21.97517293130513
5.552776388194097,21.664206258376403
5.60280140070035,24.132574482748254
5.652826413206603,23.887610005716745
5.702851425712856,25.85943362363206
5.7528764382191095,25.371518448860964
5.802901450725362,24.69523106112329
5.852926463231616,25.47421774351972
5.9029514757378685,25.423378793941268
5.952976488244122,23.907768830855574
6.003001500750375,22.705109795782313
6.053026513256628,22.676650986250635
6.103051525762881,23.35416249093429
6.153076538269135,26.154073568419385
6.203101550775387,24.877152880596384
6.253126563281641,24.41101597683352
6.3031515757878935,25.476742437321818
6.353176588294147,25.547088135184282
6.4032016008004,24.648804154901832
6.4532266133066525,24.463121323948098
6.503251625812906,22.885733153329387
6.553276638319159,24.366768073697035
6.603301650825412,22.86508019367913
6.653326663331665,26.24398366638367
6.703351675837919,25.91902966819905
6.753376688344171,23.444971724640173
6.803401700850425,23.27463987943313
6.8534267133566775,25.04799987212284
6.903451725862931,24.380520992778106
6.953476738369184,25.014506352151532
7.003501750875437,25.045145850789414
7.05352676338169,24.88659552992673
7.103551775887944,24.924928304319966
7.153576788394196,24.736139832280323
7.20360180090045,25.59974549857655
7.253626813406703,25.139602460541433
7.303651825912956,24.16394696867579
7.353676838419209,26.713551371891505
7.403701850925462,25.60420836405114
7.453726863431715,26.389499388298525
7.503751875937969,25.954018956349927
7.553776888444221,25.0722038841123
7.603801900950475,24.256106217669284
7.653826913456728,24.552962765677123
7.703851925962981,26.17471335936396
7.753876938469234,22.773559429795014
7.8039019509754874,24.41458326199779
7.85392696348174,25.281701138064598
7.903951975987994,24.362845994176862
7.953976988494246,25.933997394987493
8.004002001000499,25.196151956184007
8.054027013506753,23.566405119960265
8.104052026013006,24.417241994517145
